Sample	theta_1A	theta_2B	theta_3CD	theta_4E	theta_5H	theta_6CDEBAH	theta_7CDEBA	theta_8CDEB	theta_9CDE	tau_6CDEBAH	tau_7CDEBA	tau_8CDEB	tau_9CDE	lnL
948	0.004043	0.007683	0.006856	0.005968	0.006613	0.014604	0.005304	0.008942	0.022391	0.014849	0.0074	0.004235	0.001567	-7863.258
949	0.00323	0.006076	0.004716	0.00465	0.003861	0.008607	0.00827	0.011555	0.010442	0.013663	0.00658	0.003653	0.003287	-7881.129
950	0.004601	0.008205	0.005725	0.005362	0.004981	0.01303	0.008319	0.007828	0.032702	0.011176	0.00726	0.004729	0.003345	-7885.287
951	0.005481	0.00626	0.006601	0.008198	0.00647	0.012747	0.00547	0.011355	0.011423	0.014038	0.007546	0.004902	0.004181	-7872.011
952	0.004053	0.005686	0.007385	0.004049	0.00313	0.009067	0.009088	0.006952	0.034841	0.015731	0.007527	0.004434	0.002577	-7864.289
953	0.00554	0.004062	0.007572	0.005872	0.00416	0.010871	0.008763	0.018082	0.01227	0.018404	0.008757	0.004991	0.002218	-7880.045
954	0.004609	0.004929	0.007099	0.010854	0.005139	0.007047	0.01319	0.013164	0.011074	0.015908	0.005647	0.003932	0.002172	-7866.597
955	0.00388	0.005688	0.008809	0.017184	0.004788	0.011954	0.006782	0.028054	0.0046	0.016694	0.006963	0.004558	0.002425	-7868.939
956	0.005589	0.005687	0.010888	0.00612	0.004843	0.0152	0.007506	0.01296	0.008678	0.013834	0.007085	0.003803	0.003552	-7854.421
957	0.004674	0.006537	0.006708	0.008842	0.005567	0.014326	0.009302	0.012427	0.010813	0.013995	0.007014	0.004801	0.004754	-7870.169
958	0.005406	0.004901	0.007644	0.008551	0.005754	0.018304	0.004343	0.016023	0.015161	0.017493	0.007728	0.004452	0.003266	-7865.417
959	0.005045	0.005672	0.008496	0.006085	0.005288	0.016061	0.008551	0.026483	0.017912	0.012814	0.005822	0.005185	0.002982	-7867.759
960	0.005869	0.005074	0.007011	0.003224	0.005344	0.005913	0.005789	0.023877	0.023632	0.015161	0.007695	0.004974	0.002014	-7879.915
961	0.006099	0.004629	0.005801	0.007867	0.00558	0.010406	0.007513	0.008126	0.017135	0.015975	0.007313	0.005921	0.002647	-7865.388
962	0.005044	0.004022	0.005869	0.005989	0.00726	0.006062	0.005579	0.005081	0.009486	0.015457	0.008455	0.004643	0.002929	-7863.277
963	0.008591	0.00659	0.008971	0.005754	0.006518	0.019717	0.010204	0.01856	0.007754	0.014983	0.008079	0.00408	0.002568	-7865.78
964	0.005169	0.005484	0.006988	0.004298	0.006456	0.011868	0.006011	0.008268	0.03831	0.011621	0.006229	0.004875	0.004723	-7875.95
965	0.003919	0.004704	0.007071	0.006308	0.005592	0.015268	0.00584	0.007342	0.018026	0.013548	0.007573	0.004423	0.004253	-7844.529
966	0.006144	0.005147	0.00501	0.00749	0.005606	0.011073	0.007553	0.008257	0.023347	0.01268	0.006273	0.003804	0.002139	-7855.104
967	0.003291	0.005155	0.007145	0.007341	0.00721	0.015864	0.006177	0.02123	0.00778	0.013214	0.00432	0.003929	0.002043	-7858.793
968	0.005457	0.004783	0.005175	0.010098	0.005774	0.010942	0.005642	0.030132	0.02127	0.014089	0.008234	0.004798	0.00266	-7866.681
969	0.004623	0.003892	0.005311	0.006853	0.005117	0.008146	0.017311	0.016073	0.012738	0.014247	0.007176	0.005197	0.003483	-7867.816
970	0.003454	0.005204	0.005804	0.006667	0.004793	0.01226	0.010462	0.009959	0.017849	0.011865	0.006089	0.005031	0.003214	-7854.587
971	0.002795	0.004867	0.003926	0.003176	0.007767	0.01578	0.007288	0.017352	0.010182	0.011442	0.006352	0.00297	0.001916	-7868.673
972	0.004896	0.005215	0.004317	0.006974	0.008322	0.012909	0.010551	0.006685	0.011739	0.010976	0.004859	0.004022	0.003886	-7869.378
973	0.004875	0.007051	0.005222	0.006301	0.005748	0.011582	0.004999	0.012056	0.007317	0.015662	0.008083	0.004276	0.00291	-7859.062
974	0.004306	0.004316	0.004562	0.00686	0.004183	0.008853	0.006002	0.012137	0.035035	0.01751	0.006493	0.003871	0.003086	-7859.107
975	0.004917	0.005636	0.005816	0.005583	0.004841	0.011309	0.00822	0.011446	0.019633	0.013432	0.005357	0.004713	0.002157	-7865.922
976	0.004165	0.005339	0.006393	0.005295	0.005716	0.009515	0.006314	0.008693	0.008522	0.012301	0.006779	0.004298	0.003184	-7861.742
977	0.00361	0.00613	0.006003	0.005312	0.004553	0.013153	0.01092	0.007017	0.005761	0.013995	0.005228	0.004245	0.002155	-7858.036
978	0.006519	0.005421	0.005984	0.006944	0.005784	0.00817	0.009815	0.0068	0.007097	0.018116	0.007972	0.00346	0.001866	-7874.861
979	0.006716	0.006046	0.005064	0.007114	0.004767	0.012185	0.005647	0.008581	0.016113	0.012627	0.005383	0.003425	0.002769	-7866.161
980	0.00477	0.004196	0.004198	0.01076	0.0043	0.00595	0.007566	0.010516	0.007984	0.015859	0.0073	0.004388	0.00404	-7872.488
981	0.006534	0.005768	0.006241	0.00372	0.005622	0.016521	0.007506	0.020428	0.0114	0.012925	0.007596	0.004872	0.002596	-7864.585
982	0.006234	0.004203	0.00643	0.008795	0.005104	0.007649	0.008148	0.013494	0.01196	0.014562	0.006657	0.004356	0.004288	-7860.066
983	0.004824	0.004445	0.009841	0.011826	0.004824	0.012517	0.006021	0.012058	0.006664	0.015865	0.007596	0.004379	0.003139	-7864.639
984	0.003889	0.005499	0.010013	0.010331	0.004909	0.013607	0.004204	0.011411	0.014709	0.01436	0.007781	0.004756	0.004454	-7857.856
985	0.005828	0.004492	0.005051	0.005833	0.005141	0.010236	0.008567	0.056193	0.018626	0.015122	0.00606	0.004402	0.003071	-7870.195
986	0.004417	0.008096	0.005678	0.007818	0.00532	0.013567	0.00513	0.006796	0.01067	0.016361	0.009644	0.006044	0.003137	-7862.526
987	0.007874	0.006007	0.011001	0.003995	0.006793	0.022654	0.006429	0.014175	0.018692	0.012188	0.006625	0.003869	0.003575	-7881.242
988	0.003597	0.003796	0.009322	0.006117	0.005756	0.008202	0.009765	0.004734	0.010415	0.016234	0.004954	0.004143	0.002602	-7879.676
989	0.006252	0.003681	0.007558	0.006978	0.003509	0.0078	0.004574	0.016223	0.026204	0.012792	0.006856	0.002907	0.00249	-7857.877
990	0.004406	0.005225	0.008603	0.006442	0.004864	0.008848	0.00686	0.017943	0.011089	0.015188	0.00973	0.005264	0.002972	-7862.417
991	0.004125	0.006124	0.006369	0.004076	0.003666	0.010637	0.006699	0.014846	0.021236	0.012456	0.007041	0.004071	0.002755	-7873.636
992	0.006259	0.005774	0.005741	0.011561	0.005662	0.026272	0.009879	0.015176	0.007785	0.013587	0.007309	0.004793	0.003286	-7879.221
993	0.006177	0.004291	0.010194	0.005828	0.004734	0.021329	0.006391	0.01462	0.004667	0.01262	0.008625	0.004603	0.003158	-7865.707
994	0.003758	0.004627	0.006665	0.002559	0.005342	0.012704	0.005449	0.008908	0.039599	0.013454	0.009756	0.004613	0.00174	-7870.694
995	0.005692	0.004315	0.006048	0.006435	0.005689	0.011068	0.007079	0.010211	0.016781	0.014567	0.007192	0.004966	0.003661	-7868.477
996	0.004752	0.00359	0.006328	0.006988	0.004897	0.011014	0.011046	0.009003	0.013443	0.009503	0.006731	0.003494	0.002207	-7860.837
997	0.007088	0.006107	0.004741	0.003015	0.004945	0.013843	0.007638	0.008771	0.080126	0.009191	0.006385	0.004594	0.003559	-7880.044
998	0.006448	0.003889	0.005256	0.005778	0.00461	0.015398	0.008297	0.01148	0.052035	0.00911	0.006375	0.004315	0.003405	-7857.961
999	0.006105	0.005408	0.005748	0.006755	0.00454	0.008009	0.005799	0.009931	0.024497	0.0131	0.008609	0.005246	0.00281	-7861.876
