Sample	theta_1A	theta_2B	theta_3C.D	theta_4E	theta_5H	theta_6AEC.DBH	theta_7AEC.DB	theta_8EC.DB	theta_9EC.D	tau_6AEC.DBH	tau_7AEC.DB	tau_8EC.DB	tau_9EC.D	lnL
1477	0.004617	0.005277	0.005967	0.006853	0.007261	0.010142	0.00484	0.013955	0.019	0.012484	0.006298	0.004252	0.00251	-7874.071
1478	0.006013	0.005035	0.006181	0.005562	0.005259	0.010275	0.005618	0.005142	0.007945	0.015657	0.006723	0.005437	0.00331	-7868.866
1479	0.005502	0.005722	0.006558	0.006273	0.005003	0.010699	0.0067	0.013645	0.009923	0.015636	0.008597	0.004156	0.002565	-7859.936
1480	0.004719	0.005655	0.006255	0.009358	0.004401	0.00512	0.010641	0.012593	0.017824	0.014881	0.006192	0.00405	0.001748	-7850.957
1481	0.006051	0.006592	0.00684	0.005982	0.006941	0.019866	0.00732	0.013406	0.009832	0.012817	0.007325	0.005496	0.002691	-7858.505
1482	0.006156	0.005485	0.00618	0.015026	0.003549	0.012114	0.014695	0.008503	0.015156	0.012543	0.005902	0.00368	0.002946	-7867.388
1483	0.004006	0.006129	0.006122	0.005406	0.006545	0.00679	0.005784	0.00833	0.010768	0.017396	0.008116	0.005536	0.003337	-7868.401
1484	0.004744	0.004847	0.005963	0.00312	0.004919	0.01057	0.004938	0.011105	0.011626	0.014054	0.006469	0.004274	0.002207	-7850.603
1485	0.005795	0.004383	0.006192	0.004874	0.003555	0.012729	0.007101	0.011926	0.016944	0.012256	0.006467	0.004887	0.004108	-7853.876
1486	0.005622	0.00573	0.006267	0.008822	0.005127	0.01597	0.004215	0.013444	0.007474	0.011173	0.00658	0.005045	0.00352	-7861.897
1487	0.005575	0.005351	0.007313	0.002594	0.007564	0.011493	0.004653	0.031514	0.007522	0.016521	0.008524	0.007271	0.002775	-7896
1488	0.006384	0.006087	0.006465	0.006466	0.005401	0.014867	0.00817	0.009247	0.01042	0.013865	0.007005	0.004145	0.002645	-7852.987
1489	0.005185	0.005498	0.006415	0.013995	0.005106	0.008541	0.004236	0.009751	0.022486	0.01485	0.007016	0.004145	0.003006	-7868.753
1490	0.00526	0.003898	0.007704	0.008721	0.00476	0.018611	0.007056	0.009231	0.029899	0.011619	0.006447	0.004791	0.002631	-7848.695
1491	0.005493	0.004953	0.007129	0.003897	0.004207	0.010243	0.005108	0.010583	0.00873	0.013774	0.007158	0.003984	0.002169	-7871.337
1492	0.005518	0.006071	0.005479	0.0039	0.00594	0.0094	0.005232	0.01208	0.006901	0.011792	0.006391	0.005037	0.003332	-7865.684
1493	0.005178	0.005769	0.004439	0.005747	0.005718	0.021048	0.007698	0.015224	0.010899	0.009644	0.00685	0.004559	0.002615	-7860.059
1494	0.003492	0.005096	0.006239	0.006895	0.004878	0.010804	0.01032	0.011871	0.011429	0.011961	0.008479	0.004492	0.002403	-7868.894
1495	0.003863	0.00499	0.005775	0.005992	0.006332	0.006371	0.009401	0.019132	0.011504	0.013039	0.007166	0.003957	0.003514	-7874.596
1496	0.005523	0.006873	0.006084	0.004515	0.006976	0.011301	0.007151	0.015247	0.009894	0.014111	0.007744	0.005021	0.003761	-7871.962
1497	0.004443	0.004152	0.007208	0.007035	0.008481	0.014982	0.004605	0.010546	0.010845	0.018789	0.00812	0.004023	0.002562	-7890.657
1498	0.0052	0.005142	0.003521	0.008494	0.008236	0.006872	0.005633	0.021979	0.012134	0.014599	0.006055	0.004062	0.002497	-7879.665
1499	0.0039	0.004627	0.00684	0.012066	0.005599	0.01262	0.006526	0.008826	0.005596	0.015781	0.00691	0.004946	0.004312	-7858.167
1500	0.006251	0.003954	0.00536	0.00421	0.007163	0.005602	0.007478	0.017303	0.014394	0.018033	0.007476	0.004756	0.00206	-7878.989
1501	0.004568	0.003125	0.006246	0.004788	0.004844	0.013821	0.008124	0.018428	0.01186	0.014017	0.005846	0.003515	0.002233	-7834.437
1502	0.004203	0.004756	0.006654	0.004595	0.004799	0.016329	0.006787	0.014702	0.016639	0.015676	0.007289	0.005117	0.002961	-7872.938
1503	0.004875	0.006269	0.006829	0.004884	0.005672	0.007198	0.009603	0.015138	0.007779	0.016856	0.00645	0.004802	0.002384	-7869.685
1504	0.00498	0.003726	0.009535	0.005013	0.005745	0.009014	0.009137	0.007776	0.017531	0.01493	0.007134	0.004486	0.002805	-7871.018
1505	0.003553	0.003899	0.006865	0.00678	0.004213	0.007427	0.008573	0.012468	0.008447	0.013445	0.007675	0.005034	0.002988	-7860.646
1506	0.006623	0.005673	0.008375	0.008845	0.006556	0.007259	0.007502	0.021767	0.01236	0.012804	0.006507	0.00526	0.002976	-7874.109
1507	0.004184	0.004244	0.006464	0.006567	0.004865	0.011232	0.007873	0.014511	0.007239	0.012855	0.006129	0.00505	0.003055	-7856.074
1508	0.003718	0.004254	0.007384	0.009622	0.004412	0.007437	0.006005	0.017013	0.021183	0.013953	0.005859	0.004168	0.001788	-7876.904
1509	0.006902	0.0064	0.006284	0.006674	0.004528	0.006067	0.006483	0.015942	0.017171	0.014305	0.007806	0.004259	0.002892	-7858.822
1510	0.006264	0.004297	0.005794	0.011444	0.005087	0.012251	0.006412	0.009351	0.015817	0.01172	0.006942	0.004604	0.002459	-7857.541
1511	0.005784	0.005128	0.006423	0.005523	0.006902	0.008167	0.00422	0.008552	0.020404	0.016939	0.007634	0.004664	0.001498	-7867.799
1512	0.004846	0.006141	0.006851	0.011768	0.007143	0.008322	0.005509	0.010214	0.014401	0.014765	0.006385	0.003704	0.001976	-7860.42
1513	0.003782	0.003791	0.006109	0.004199	0.004601	0.008216	0.005256	0.019653	0.011322	0.013037	0.006675	0.004071	0.001895	-7866.311
1514	0.003999	0.004341	0.003931	0.007657	0.006791	0.008562	0.010281	0.007108	0.012589	0.015183	0.006876	0.00444	0.002003	-7878.643
1515	0.0068	0.004639	0.008391	0.011153	0.007604	0.010001	0.006684	0.007939	0.008522	0.018779	0.00683	0.004464	0.003702	-7852.082
1516	0.005523	0.004939	0.00619	0.006704	0.00827	0.006718	0.006039	0.005734	0.023614	0.016595	0.006569	0.004504	0.003642	-7891.898
1517	0.006366	0.005431	0.010111	0.004528	0.006009	0.0127	0.007153	0.012974	0.036426	0.012108	0.008026	0.006037	0.003214	-7868.18
1518	0.003959	0.003898	0.006413	0.007244	0.004764	0.010908	0.006348	0.017267	0.01943	0.013681	0.006868	0.00525	0.002824	-7860.002
1519	0.008205	0.00456	0.006336	0.005863	0.005685	0.020634	0.010921	0.022383	0.012609	0.014976	0.007267	0.003955	0.003839	-7875.389
1520	0.004456	0.005594	0.005776	0.006038	0.008775	0.017003	0.005411	0.010168	0.011983	0.013285	0.006213	0.004411	0.002626	-7884.234
1521	0.007306	0.00511	0.006209	0.012812	0.006393	0.021288	0.007088	0.009251	0.016621	0.013481	0.006419	0.005665	0.001612	-7871.533
1522	0.004432	0.005921	0.005996	0.015396	0.004352	0.010038	0.006477	0.010134	0.008776	0.013924	0.005731	0.00429	0.002146	-7854.132
1523	0.007153	0.005609	0.006492	0.006629	0.006753	0.010289	0.004343	0.017112	0.019947	0.014959	0.00661	0.004257	0.003396	-7865.334
1524	0.003346	0.006178	0.00553	0.003882	0.006761	0.009332	0.008066	0.035537	0.009798	0.011941	0.006672	0.002922	0.002443	-7866.924
1525	0.004035	0.006049	0.006112	0.006904	0.005493	0.014998	0.007346	0.007978	0.007958	0.013572	0.007108	0.004992	0.002995	-7866.724
1526	0.003956	0.005899	0.005699	0.006811	0.004539	0.010913	0.012886	0.003988	0.020749	0.011762	0.006268	0.004907	0.004354	-7867.238
1527	0.004368	0.004937	0.00594	0.008507	0.00497	0.009102	0.011129	0.006592	0.012094	0.015977	0.006241	0.005146	0.002655	-7857.622
1528	0.005615	0.005192	0.005896	0.005771	0.005742	0.005522	0.005746	0.015756	0.007371	0.01581	0.006694	0.004807	0.001623	-7846.342
1529	0.004112	0.004209	0.005076	0.009431	0.005272	0.009674	0.003939	0.02758	0.01481	0.016528	0.0052	0.003923	0.002134	-7865.949
1530	0.008345	0.006071	0.007556	0.005077	0.005496	0.014275	0.006779	0.014655	0.017457	0.01775	0.007866	0.005949	0.001533	-7876.043
1531	0.004322	0.003116	0.007341	0.00512	0.00512	0.014589	0.010965	0.011112	0.010842	0.013484	0.006472	0.00332	0.00283	-7876.927
1532	0.005261	0.004325	0.007707	0.011967	0.005075	0.008439	0.006682	0.010202	0.014055	0.015769	0.00938	0.005596	0.004787	-7870.862
1533	0.00502	0.008708	0.006522	0.006703	0.00395	0.012732	0.007316	0.016585	0.010268	0.015381	0.006073	0.003566	0.003233	-7851.139
1534	0.005098	0.005343	0.006137	0.007007	0.004206	0.018225	0.006147	0.009083	0.00908	0.013863	0.005833	0.00379	0.002477	-7852.672
1535	0.004481	0.004673	0.007275	0.006672	0.006947	0.011547	0.01118	0.01626	0.0161	0.013757	0.005647	0.005501	0.003504	-7873.789
1536	0.003934	0.00384	0.006723	0.004603	0.004851	0.009424	0.005583	0.009866	0.010914	0.014234	0.006479	0.003743	0.002786	-7865.799
1537	0.004656	0.005573	0.005641	0.00286	0.006307	0.009848	0.005723	0.015337	0.01953	0.015751	0.007195	0.003326	0.00323	-7892.141
1538	0.005265	0.00445	0.005515	0.004069	0.007066	0.01084	0.00648	0.010823	0.014402	0.014905	0.008487	0.005874	0.002807	-7872.434
1539	0.006194	0.004948	0.008492	0.010923	0.007779	0.011292	0.010939	0.007931	0.016287	0.014381	0.007253	0.003925	0.002306	-7896.292
1540	0.003725	0.007862	0.0057	0.005114	0.006283	0.006713	0.011382	0.011546	0.019929	0.013534	0.007724	0.003844	0.001608	-7869.501
1541	0.004045	0.003173	0.004725	0.010682	0.004942	0.015905	0.007002	0.008761	0.012344	0.014505	0.005041	0.004931	0.002185	-7868.155
1542	0.005255	0.006015	0.006101	0.010459	0.006725	0.013745	0.01214	0.016147	0.013399	0.013812	0.007827	0.005948	0.004638	-7874.706
1543	0.00456	0.003824	0.005747	0.006395	0.004312	0.013752	0.010739	0.023416	0.007769	0.010769	0.006024	0.002919	0.002057	-7856.639
1544	0.003999	0.005304	0.006075	0.008846	0.004885	0.014854	0.003982	0.021759	0.007298	0.012083	0.007587	0.004202	0.002649	-7874.172
1545	0.008874	0.004183	0.008666	0.004626	0.005589	0.025094	0.009546	0.015201	0.079488	0.013392	0.005627	0.003587	0.003031	-7861.362
1546	0.00446	0.003631	0.00766	0.013128	0.005724	0.010467	0.008066	0.012015	0.020275	0.016177	0.008441	0.004646	0.002881	-7884.19
1547	0.00475	0.006922	0.007242	0.005288	0.004496	0.007289	0.007549	0.012688	0.017945	0.0133	0.007452	0.003398	0.003373	-7867.207
1548	0.007945	0.009413	0.005847	0.008416	0.006136	0.01406	0.009805	0.014128	0.006811	0.014647	0.007921	0.006439	0.002551	-7867.823
1549	0.00462	0.005153	0.009129	0.008636	0.006918	0.012521	0.006527	0.023855	0.028205	0.014945	0.008362	0.00435	0.003402	-7866.384
1550	0.005626	0.005082	0.006695	0.011129	0.005645	0.014955	0.005652	0.058688	0.006558	0.014091	0.007002	0.003336	0.002902	-7873.291
1551	0.005155	0.00648	0.007809	0.005286	0.004313	0.006466	0.007818	0.010378	0.004078	0.014314	0.007818	0.005005	0.00427	-7881.991
1552	0.005969	0.004943	0.005904	0.004169	0.004351	0.010704	0.007402	0.014544	0.025648	0.015949	0.006505	0.004505	0.002216	-7850.02
1553	0.002405	0.005101	0.006344	0.0057	0.004289	0.00868	0.007891	0.015679	0.012764	0.013256	0.007116	0.004255	0.001556	-7870.35
1554	0.00588	0.007421	0.006907	0.00669	0.006409	0.005966	0.008119	0.012583	0.023435	0.014661	0.008242	0.00622	0.002284	-7877.501
1555	0.005916	0.004692	0.005333	0.012187	0.005813	0.014576	0.007957	0.01728	0.008405	0.014043	0.007273	0.003658	0.001933	-7870.71
1556	0.004725	0.006541	0.005475	0.005088	0.005405	0.01321	0.005345	0.010518	0.014574	0.0136	0.007304	0.004878	0.002545	-7857.26
1557	0.004565	0.007343	0.007516	0.006821	0.006154	0.008928	0.009166	0.011017	0.019574	0.011033	0.007331	0.003563	0.003363	-7863.617
1558	0.004283	0.005575	0.007902	0.004612	0.006801	0.016178	0.006208	0.010983	0.01754	0.012652	0.006733	0.004634	0.004298	-7860.934
1559	0.004603	0.005945	0.006245	0.012582	0.004752	0.011661	0.011605	0.013089	0.009358	0.017546	0.005099	0.004688	0.002781	-7860.456
1560	0.004049	0.00408	0.006624	0.003145	0.004862	0.011367	0.006001	0.009464	0.017817	0.016646	0.006367	0.003988	0.003549	-7879.869
1561	0.005308	0.004901	0.013037	0.005078	0.004594	0.007997	0.006637	0.012158	0.015099	0.013751	0.007093	0.005915	0.003951	-7864.19
1562	0.008156	0.005413	0.007623	0.006371	0.004787	0.01702	0.008346	0.016088	0.014368	0.015263	0.007336	0.00386	0.003466	-7887.293
1563	0.005144	0.004384	0.005507	0.004256	0.004919	0.016931	0.009052	0.009993	0.012839	0.014143	0.006811	0.004336	0.002075	-7859.861
1564	0.004447	0.003073	0.006629	0.008949	0.00519	0.020946	0.006295	0.013924	0.012729	0.012187	0.007518	0.003971	0.001594	-7873.029
1565	0.004576	0.005245	0.006246	0.007801	0.005134	0.016339	0.005884	0.014186	0.015041	0.012102	0.006472	0.003803	0.003449	-7863.258
1566	0.003876	0.004862	0.006547	0.006673	0.004758	0.010493	0.006252	0.010057	0.014454	0.012178	0.008644	0.004947	0.002903	-7868.718
1567	0.005148	0.005746	0.004806	0.010461	0.006414	0.01894	0.0056	0.009729	0.008771	0.010964	0.006909	0.004252	0.003094	-7851.71
1568	0.005476	0.004676	0.007574	0.009484	0.005779	0.015765	0.005997	0.008296	0.013753	0.012689	0.007912	0.004238	0.003992	-7865.379
1569	0.004237	0.004569	0.007889	0.010603	0.004257	0.020549	0.006046	0.010143	0.034147	0.010499	0.007385	0.003355	0.001834	-7869.262
1570	0.00599	0.004916	0.00557	0.006604	0.005355	0.015515	0.010286	0.006882	0.016286	0.011802	0.005069	0.004675	0.002301	-7857.036
1571	0.004043	0.003932	0.007979	0.012746	0.006158	0.013709	0.006239	0.009877	0.004982	0.011063	0.005927	0.004438	0.003024	-7874.031
1572	0.006045	0.004087	0.008414	0.00371	0.008037	0.011032	0.006069	0.015881	0.054113	0.011098	0.008174	0.003741	0.002346	-7883.529
1573	0.004389	0.004686	0.006909	0.007848	0.005163	0.012091	0.003288	0.020045	0.008013	0.010919	0.006295	0.002652	0.001753	-7849.608
1574	0.006474	0.007086	0.007154	0.006689	0.004547	0.008345	0.005445	0.010319	0.034401	0.014379	0.008411	0.004902	0.003025	-7874.239
1575	0.002727	0.004657	0.005033	0.004732	0.004643	0.008716	0.007894	0.015799	0.014836	0.014052	0.007739	0.003836	0.003077	-7875.82
1576	0.003344	0.004655	0.005205	0.00961	0.008164	0.009776	0.008183	0.007984	0.004061	0.011887	0.005876	0.003386	0.001768	-7861.676
1577	0.005718	0.004903	0.005813	0.007724	0.004274	0.011746	0.008057	0.011186	0.018274	0.014232	0.00614	0.004043	0.002676	-7855.77
1578	0.005944	0.003549	0.00569	0.0059	0.004424	0.006987	0.011075	0.009947	0.005907	0.015984	0.007572	0.004286	0.002872	-7875.163
1579	0.004439	0.005398	0.006509	0.004712	0.004963	0.01359	0.008136	0.035542	0.00941	0.013778	0.006002	0.005489	0.002754	-7881.148
1580	0.006067	0.004611	0.007697	0.006648	0.005447	0.010748	0.008147	0.010315	0.010551	0.01526	0.007516	0.004391	0.004227	-7879.318
1581	0.003639	0.00462	0.007367	0.007514	0.007513	0.013776	0.007748	0.006806	0.012989	0.012245	0.006121	0.003011	0.002253	-7870.956
1582	0.005266	0.004375	0.006342	0.005417	0.005264	0.009458	0.00846	0.006604	0.011905	0.013524	0.005983	0.00497	0.003844	-7879.993
1583	0.004757	0.007238	0.007266	0.005043	0.008105	0.005852	0.004472	0.008573	0.012065	0.017104	0.009515	0.00542	0.002964	-7879.59
1584	0.00703	0.004042	0.006601	0.010889	0.005133	0.00514	0.0102	0.014008	0.013142	0.015779	0.006033	0.00345	0.001957	-7856.79
1585	0.004134	0.004313	0.009748	0.005715	0.004816	0.00815	0.005804	0.011872	0.015288	0.014206	0.007821	0.003646	0.003423	-7872.479
1586	0.005899	0.004572	0.005015	0.006555	0.005876	0.010738	0.008894	0.020222	0.008246	0.010747	0.005973	0.00301	0.002249	-7849.909
1587	0.00649	0.005098	0.003902	0.010281	0.004742	0.012537	0.007231	0.010937	0.010641	0.011204	0.006826	0.003349	0.001902	-7863.932
1588	0.006115	0.004011	0.004383	0.005091	0.005323	0.010803	0.006701	0.027043	0.009576	0.013293	0.006942	0.005328	0.002276	-7854.79
1589	0.005293	0.005035	0.00614	0.007961	0.005157	0.009152	0.006758	0.008437	0.016623	0.014513	0.004911	0.004463	0.001349	-7840.669
1590	0.005832	0.004541	0.006396	0.004208	0.005972	0.009105	0.007788	0.009758	0.006879	0.014465	0.005535	0.003657	0.002498	-7871.628
1591	0.006395	0.008526	0.007702	0.004483	0.004138	0.008012	0.007781	0.022767	0.019243	0.012881	0.009406	0.00457	0.002546	-7863.865
1592	0.00479	0.005223	0.011996	0.013285	0.004997	0.007066	0.007098	0.006457	0.007896	0.01335	0.006156	0.00407	0.002547	-7885.097
1593	0.004138	0.003729	0.006489	0.004288	0.004123	0.00991	0.00749	0.014927	0.006191	0.01054	0.006636	0.003262	0.002572	-7863.224
1594	0.004509	0.004755	0.006019	0.003993	0.003542	0.014651	0.00527	0.021146	0.014292	0.013259	0.006339	0.003742	0.003053	-7853.987
1595	0.003757	0.009496	0.00464	0.004908	0.008326	0.019527	0.007138	0.006526	0.01336	0.015861	0.007815	0.005149	0.003701	-7873.562
1596	0.005155	0.003	0.004183	0.012555	0.004139	0.016501	0.006905	0.013709	0.006691	0.011201	0.0053	0.004216	0.001349	-7859.29
1597	0.004252	0.004128	0.004589	0.003488	0.005273	0.011114	0.008161	0.00528	0.014842	0.0112	0.006491	0.004891	0.002068	-7863.515
1598	0.005711	0.003784	0.010089	0.004492	0.006452	0.011999	0.004755	0.016981	0.049873	0.017457	0.009187	0.004415	0.002924	-7870.427
1599	0.005403	0.00455	0.006874	0.003059	0.004144	0.025174	0.007764	0.024315	0.010188	0.014233	0.006199	0.004488	0.002287	-7861.852
1600	0.00408	0.004455	0.006418	0.008104	0.004934	0.008902	0.006456	0.012374	0.009486	0.015287	0.006869	0.004732	0.002409	-7844.371
1601	0.00416	0.006398	0.004836	0.006449	0.004262	0.009342	0.01026	0.011646	0.011029	0.018512	0.008086	0.004841	0.002094	-7862.729
1602	0.003187	0.005849	0.005603	0.006242	0.005953	0.005416	0.010569	0.013004	0.01779	0.013693	0.008706	0.004331	0.002666	-7869.146
1603	0.005343	0.004349	0.005277	0.003445	0.005542	0.005702	0.006994	0.02261	0.01237	0.015308	0.008419	0.004002	0.002721	-7853.075
1604	0.006754	0.004248	0.005416	0.008336	0.004604	0.012524	0.007492	0.00532	0.009822	0.011933	0.006008	0.005264	0.002446	-7865.112
1605	0.003813	0.005597	0.009448	0.005993	0.00511	0.011106	0.014968	0.011302	0.007069	0.013117	0.006426	0.005527	0.003865	-7874.87
1606	0.005795	0.006184	0.007532	0.006263	0.006307	0.005706	0.007019	0.009521	0.008633	0.01447	0.007454	0.004314	0.00257	-7878.457
1607	0.004683	0.004305	0.008298	0.008072	0.004724	0.005192	0.005428	0.014023	0.009316	0.013466	0.006243	0.004532	0.003831	-7866.642
1608	0.006062	0.005593	0.006649	0.00602	0.00485	0.005296	0.008161	0.011207	0.013646	0.015939	0.006263	0.004873	0.002319	-7877.646
1609	0.005228	0.004689	0.005477	0.007187	0.004407	0.010203	0.006789	0.007746	0.018218	0.014952	0.00769	0.005484	0.002623	-7859.695
1610	0.003721	0.006337	0.005951	0.013723	0.004754	0.012089	0.004992	0.009357	0.009738	0.014844	0.006865	0.004593	0.003951	-7872.03
1611	0.004917	0.004746	0.006392	0.003689	0.00669	0.006625	0.012354	0.018135	0.007737	0.012626	0.007231	0.003908	0.002086	-7843.587
1612	0.003621	0.003922	0.007081	0.008335	0.004171	0.008015	0.004786	0.02065	0.014842	0.013832	0.006386	0.004878	0.004734	-7873.803
1613	0.004847	0.00519	0.004516	0.007373	0.006391	0.006246	0.00753	0.011453	0.020141	0.015198	0.006787	0.005128	0.00184	-7870.663
1614	0.004786	0.005029	0.006772	0.003505	0.007639	0.018461	0.00545	0.014365	0.021836	0.015878	0.008357	0.005108	0.002172	-7869.501
1615	0.003681	0.004908	0.006542	0.011722	0.005544	0.007779	0.004619	0.019139	0.012608	0.017593	0.006015	0.004762	0.002671	-7864.772
1616	0.004431	0.003942	0.005214	0.00604	0.004287	0.007031	0.006743	0.02417	0.01137	0.016404	0.007237	0.002981	0.00275	-7860.075
1617	0.006478	0.005307	0.008178	0.008241	0.006377	0.005924	0.006881	0.017116	0.007121	0.016793	0.008139	0.004878	0.003802	-7858.538
1618	0.00632	0.005682	0.006297	0.007247	0.005478	0.006615	0.006724	0.009733	0.012901	0.01516	0.008463	0.005426	0.00364	-7878.92
1619	0.004979	0.006352	0.006387	0.006196	0.007398	0.019474	0.004113	0.00764	0.011684	0.016608	0.007918	0.004731	0.002788	-7857.156
1620	0.004289	0.005461	0.00782	0.008263	0.004116	0.006195	0.006277	0.009361	0.010373	0.012442	0.007078	0.005335	0.001276	-7866.787
1621	0.005625	0.00587	0.006657	0.005524	0.006294	0.01644	0.010593	0.017076	0.012613	0.012033	0.004819	0.004412	0.00285	-7871.828
1622	0.004816	0.005646	0.006993	0.007881	0.003848	0.012475	0.00734	0.012177	0.003483	0.01279	0.00648	0.003918	0.002889	-7868.42
1623	0.004447	0.00445	0.005662	0.004389	0.004068	0.010256	0.008384	0.012328	0.040473	0.013567	0.004941	0.003867	0.00315	-7883.971
1624	0.005055	0.006096	0.008044	0.004729	0.007082	0.026305	0.005454	0.013684	0.012964	0.015191	0.007275	0.005157	0.001834	-7859.78
1625	0.003883	0.004794	0.007289	0.007192	0.00606	0.010053	0.004893	0.015402	0.027734	0.011326	0.00816	0.004211	0.003075	-7875.978
1626	0.005388	0.005308	0.008496	0.00644	0.004038	0.015712	0.004001	0.009987	0.014028	0.015664	0.007708	0.004601	0.003706	-7865.107
1627	0.005089	0.004976	0.004567	0.00536	0.004348	0.00858	0.008294	0.007038	0.012169	0.01235	0.008473	0.004836	0.003084	-7880.06
1628	0.00351	0.004757	0.005454	0.006301	0.005237	0.017216	0.007926	0.015414	0.014525	0.01222	0.006259	0.005345	0.00332	-7859.784
1629	0.006368	0.004365	0.006644	0.005592	0.00453	0.010314	0.013127	0.024102	0.017835	0.013956	0.005462	0.003661	0.002359	-7856.846
1630	0.004679	0.005517	0.003848	0.008935	0.00759	0.0278	0.008296	0.008767	0.015294	0.0131	0.007669	0.004251	0.003586	-7856.909
1631	0.00447	0.005814	0.007278	0.005662	0.004619	0.009704	0.005367	0.004852	0.025513	0.012524	0.006675	0.003448	0.002492	-7868.487
1632	0.005765	0.004694	0.006626	0.005768	0.004921	0.004528	0.010133	0.010427	0.011969	0.015834	0.00704	0.005125	0.001857	-7866.35
1633	0.004239	0.004974	0.005905	0.003632	0.006224	0.01224	0.012334	0.010247	0.015281	0.013982	0.007085	0.004538	0.003262	-7864.635
1634	0.006199	0.005861	0.006056	0.005715	0.003838	0.007548	0.003831	0.011117	0.025744	0.01341	0.008056	0.004701	0.002539	-7871.956
1635	0.004408	0.005277	0.005171	0.008458	0.004309	0.033498	0.006865	0.019372	0.013902	0.012286	0.006031	0.004411	0.002037	-7848.78
1636	0.004319	0.004824	0.007399	0.005699	0.005546	0.013229	0.006528	0.010856	0.005712	0.014567	0.005547	0.004765	0.003123	-7859.188
1637	0.004214	0.007413	0.006192	0.006584	0.006074	0.013947	0.007612	0.009988	0.019353	0.015797	0.007918	0.004365	0.004033	-7859.778
1638	0.003323	0.00908	0.00742	0.005731	0.004789	0.00845	0.004625	0.013206	0.008417	0.018696	0.007488	0.004207	0.004175	-7878.438
1639	0.005432	0.005055	0.005855	0.004932	0.004644	0.01015	0.004394	0.011922	0.007422	0.013542	0.006053	0.003722	0.002416	-7852.323
1640	0.003819	0.003409	0.005244	0.005377	0.005799	0.014558	0.007484	0.020221	0.032747	0.015275	0.005787	0.003721	0.002661	-7849.013
1641	0.004914	0.004285	0.006888	0.004286	0.005816	0.005736	0.005891	0.010934	0.008865	0.014588	0.006918	0.0041	0.002472	-7856.313
1642	0.00455	0.004974	0.004897	0.008746	0.004666	0.007564	0.010947	0.027349	0.016947	0.010187	0.007035	0.004315	0.002068	-7846.989
1643	0.005012	0.005791	0.005863	0.007073	0.005159	0.027157	0.00476	0.020694	0.009268	0.010833	0.007103	0.004563	0.002413	-7883.649
1644	0.006931	0.00474	0.005577	0.009415	0.006358	0.018613	0.008114	0.010965	0.015433	0.014001	0.007875	0.00532	0.00406	-7868.847
1645	0.005088	0.004347	0.004796	0.003184	0.005251	0.008313	0.00538	0.009031	0.010712	0.014957	0.006493	0.003762	0.003381	-7866.229
1646	0.005518	0.003313	0.006568	0.010026	0.00429	0.015516	0.005252	0.013503	0.006456	0.01366	0.006649	0.004392	0.002904	-7857.643
1647	0.008863	0.004641	0.006657	0.005669	0.006233	0.008064	0.00722	0.005936	0.032585	0.016228	0.007477	0.005211	0.003994	-7875.59
1648	0.005116	0.004054	0.006136	0.005565	0.007316	0.012708	0.009519	0.00833	0.037257	0.013507	0.005682	0.005447	0.003025	-7870.815
1649	0.004457	0.0047	0.007881	0.017126	0.004654	0.018118	0.0101	0.007389	0.00521	0.014251	0.008383	0.004747	0.003157	-7865.485
1650	0.003985	0.005519	0.008624	0.005946	0.004989	0.014987	0.008564	0.019137	0.006445	0.013679	0.007415	0.004014	0.001714	-7858.178
1651	0.008967	0.004829	0.005976	0.008807	0.005729	0.006873	0.010221	0.01522	0.007948	0.014545	0.007702	0.003987	0.002286	-7867.415
1652	0.005436	0.003593	0.005705	0.007442	0.005476	0.008388	0.00436	0.011579	0.014181	0.01397	0.00787	0.004707	0.002559	-7861.417
1653	0.004028	0.003721	0.006567	0.006287	0.005745	0.016098	0.00527	0.022527	0.017056	0.013822	0.00734	0.004968	0.00453	-7866.152
1654	0.005107	0.004683	0.00645	0.00548	0.007422	0.018628	0.007093	0.007967	0.011992	0.014772	0.007215	0.003673	0.002407	-7869.367
1655	0.003976	0.004052	0.006743	0.007225	0.004754	0.008594	0.005983	0.018655	0.018521	0.015227	0.006909	0.003556	0.003237	-7875.588
1656	0.004275	0.005819	0.00471	0.006711	0.005676	0.00529	0.008304	0.018285	0.011305	0.013929	0.00643	0.005112	0.003041	-7872.402
1657	0.007461	0.004743	0.003951	0.005263	0.0044	0.012335	0.006674	0.024452	0.005711	0.015941	0.007757	0.004633	0.004021	-7866.277
1658	0.007023	0.005047	0.007954	0.008701	0.006152	0.007982	0.010494	0.007623	0.009077	0.018824	0.006572	0.003936	0.002499	-7862.127
1659	0.006283	0.005893	0.006455	0.004209	0.006896	0.008509	0.007079	0.013426	0.042331	0.016551	0.0082	0.004706	0.002561	-7873.628
1660	0.005622	0.004865	0.004469	0.007549	0.005428	0.010795	0.005364	0.013749	0.015505	0.013669	0.00717	0.005223	0.002261	-7860.935
1661	0.00503	0.005489	0.00658	0.004974	0.005458	0.009989	0.004892	0.011905	0.018523	0.013205	0.006324	0.003839	0.003291	-7865.382
1662	0.004938	0.005254	0.00635	0.006227	0.005808	0.007887	0.007818	0.008313	0.016355	0.012357	0.008375	0.005745	0.00536	-7886.434
1663	0.005948	0.00611	0.005896	0.007914	0.004546	0.016038	0.006213	0.013113	0.013759	0.011796	0.008185	0.005977	0.004983	-7861.39
