Sample	theta_1A	theta_2B	theta_3C.D	theta_4E	theta_5H	theta_6AEC.DBH	theta_7AEC.DB	theta_8EC.DB	theta_9EC.D	tau_6AEC.DBH	tau_7AEC.DB	tau_8EC.DB	tau_9EC.D	lnL
185	0.004503	0.00611	0.013098	0.006753	0.005686	0.010417	0.012202	0.008797	0.00902	0.017227	0.006987	0.005978	0.0038	-7864.538
186	0.004366	0.005093	0.00664	0.005807	0.00387	0.01574	0.005697	0.018895	0.025567	0.013336	0.007147	0.003793	0.002457	-7857.819
187	0.006257	0.003119	0.005406	0.005206	0.006191	0.012425	0.007326	0.010582	0.014156	0.013316	0.00796	0.004074	0.002395	-7858.477
188	0.004082	0.004005	0.006702	0.009294	0.004982	0.005116	0.010048	0.008704	0.046684	0.015649	0.00668	0.003628	0.003174	-7859.925
189	0.005122	0.004798	0.007165	0.005805	0.004766	0.017939	0.005338	0.01663	0.022791	0.018219	0.009604	0.004121	0.002602	-7848.206
190	0.004726	0.004675	0.00756	0.006074	0.006027	0.007867	0.004855	0.006537	0.009829	0.014592	0.008387	0.005249	0.002819	-7862.889
191	0.005511	0.006387	0.005228	0.006445	0.005577	0.006277	0.004216	0.009456	0.047989	0.0165	0.00709	0.00532	0.003603	-7871.244
192	0.004969	0.004401	0.005401	0.007262	0.004791	0.007482	0.00794	0.009529	0.014366	0.015398	0.006161	0.004168	0.002516	-7864.254
193	0.004627	0.006612	0.006635	0.004812	0.005503	0.007426	0.010521	0.018604	0.021993	0.014389	0.008249	0.005372	0.003515	-7866.162
194	0.003328	0.00573	0.00469	0.00391	0.00313	0.011003	0.006255	0.010627	0.013088	0.016373	0.007112	0.004803	0.003398	-7864.2
195	0.005344	0.00697	0.005752	0.007975	0.005331	0.013654	0.004191	0.011126	0.00794	0.013535	0.005922	0.004468	0.001814	-7850.332
196	0.00317	0.007634	0.007134	0.00507	0.006012	0.01048	0.008995	0.007805	0.005018	0.015608	0.005649	0.004839	0.003274	-7878.367
197	0.006562	0.005694	0.005396	0.003376	0.004073	0.006935	0.004732	0.021317	0.007008	0.014904	0.006125	0.004076	0.002643	-7864.83
198	0.006107	0.005224	0.006291	0.009977	0.004777	0.009195	0.009312	0.011401	0.005014	0.018417	0.007392	0.003703	0.002123	-7866.98
199	0.004267	0.005261	0.005777	0.007422	0.004139	0.013174	0.005891	0.006255	0.015598	0.012135	0.006502	0.003875	0.002769	-7871.292
200	0.006527	0.005767	0.008018	0.01575	0.006351	0.018388	0.00595	0.021088	0.012502	0.010856	0.006188	0.003578	0.002011	-7866.949
201	0.006527	0.005625	0.007168	0.005894	0.004169	0.012773	0.008336	0.013728	0.007199	0.0138	0.008796	0.005048	0.002818	-7859.416
202	0.005572	0.003473	0.007662	0.005561	0.007688	0.007996	0.009147	0.011492	0.012882	0.016566	0.007391	0.0042	0.003785	-7870.08
203	0.006472	0.003837	0.006393	0.006652	0.004627	0.013656	0.010066	0.019976	0.023502	0.012735	0.008187	0.004	0.002548	-7849.663
204	0.005113	0.004001	0.00529	0.004728	0.004444	0.00819	0.00779	0.015314	0.0155	0.013683	0.007073	0.003938	0.002448	-7857.637
205	0.004522	0.006445	0.004844	0.00723	0.004022	0.009191	0.003423	0.0127	0.009255	0.013062	0.007152	0.0037	0.001594	-7873.735
206	0.006854	0.003546	0.00714	0.007896	0.005883	0.007914	0.005846	0.009009	0.008818	0.015226	0.007417	0.003577	0.002601	-7848.338
207	0.004331	0.006521	0.007004	0.007556	0.005542	0.021263	0.005454	0.024988	0.010723	0.014577	0.008505	0.005172	0.005031	-7872.989
208	0.004342	0.004995	0.007298	0.007511	0.005996	0.007101	0.004735	0.025369	0.022215	0.016178	0.007522	0.00449	0.003421	-7863.648
209	0.004111	0.005162	0.003717	0.003728	0.004674	0.024033	0.006563	0.014434	0.02636	0.01622	0.007344	0.004473	0.002927	-7866.378
210	0.004647	0.004109	0.005733	0.004448	0.004513	0.01557	0.005188	0.011325	0.020852	0.014486	0.006035	0.004331	0.002248	-7852.929
211	0.00555	0.005222	0.006071	0.010708	0.006752	0.011487	0.006192	0.011685	0.010181	0.011888	0.007254	0.004001	0.002814	-7870.225
212	0.004313	0.004662	0.005326	0.009636	0.00567	0.018178	0.010741	0.010861	0.03237	0.013742	0.008248	0.004665	0.001882	-7848.102
213	0.004514	0.00555	0.00797	0.008835	0.006487	0.008731	0.005524	0.007595	0.011467	0.012892	0.007853	0.005445	0.002598	-7853.256
214	0.006057	0.006269	0.004852	0.0062	0.004125	0.007047	0.013294	0.008707	0.00845	0.013498	0.006832	0.005278	0.001976	-7855.499
215	0.00558	0.004616	0.006753	0.005477	0.007548	0.01498	0.013584	0.014	0.015296	0.017058	0.006422	0.004845	0.002146	-7869.338
216	0.004843	0.003658	0.008125	0.006273	0.006644	0.009111	0.007314	0.017551	0.009702	0.012838	0.006843	0.004653	0.001098	-7856.153
217	0.005542	0.004123	0.006732	0.00525	0.005055	0.012845	0.00663	0.023977	0.009184	0.014657	0.00598	0.003712	0.002377	-7875.495
218	0.004125	0.005713	0.006827	0.005101	0.004821	0.006697	0.005822	0.01291	0.040591	0.016878	0.008389	0.006753	0.002353	-7868.739
219	0.004262	0.005041	0.0073	0.004101	0.007803	0.005097	0.008404	0.016422	0.026074	0.017557	0.0056	0.00475	0.002572	-7887.616
220	0.003629	0.00817	0.006087	0.004507	0.006019	0.010247	0.00679	0.012254	0.015323	0.016034	0.008726	0.003693	0.00199	-7873.835
221	0.006127	0.005279	0.005604	0.005171	0.005113	0.010928	0.008809	0.011097	0.009606	0.015145	0.006331	0.005712	0.003905	-7880.942
222	0.007901	0.005338	0.007343	0.009989	0.006352	0.006943	0.004256	0.009459	0.008032	0.014969	0.007184	0.003736	0.003071	-7867.472
223	0.006014	0.003994	0.004188	0.005267	0.006352	0.012686	0.005764	0.033623	0.007943	0.012748	0.006403	0.003528	0.001792	-7858.951
224	0.004284	0.00671	0.007534	0.011098	0.006211	0.007629	0.005572	0.016828	0.010006	0.015249	0.007226	0.004761	0.001839	-7839.899
225	0.004002	0.006849	0.004162	0.003279	0.004714	0.011928	0.005269	0.027232	0.011597	0.011206	0.006343	0.004256	0.001339	-7873.483
226	0.003766	0.006739	0.007523	0.005634	0.006854	0.009169	0.011147	0.009558	0.009169	0.016991	0.008413	0.005924	0.002491	-7884.17
227	0.006229	0.004636	0.005874	0.004458	0.004974	0.013797	0.004939	0.009496	0.02148	0.010922	0.007611	0.003729	0.002661	-7867.655
228	0.005426	0.006114	0.010018	0.007107	0.005871	0.012266	0.004982	0.010025	0.006738	0.008668	0.005461	0.003738	0.003103	-7865.785
229	0.004627	0.004452	0.00522	0.00881	0.006872	0.019719	0.006166	0.008367	0.012482	0.008972	0.006297	0.003806	0.003159	-7865.47
230	0.006354	0.004678	0.006613	0.006274	0.009241	0.014877	0.007806	0.007438	0.011915	0.01078	0.007054	0.003762	0.001466	-7872.082
231	0.005339	0.004235	0.006634	0.008248	0.004439	0.011414	0.00732	0.008828	0.01454	0.013123	0.006851	0.005349	0.002908	-7861.959
232	0.004551	0.007584	0.004418	0.006132	0.004761	0.00603	0.007221	0.014363	0.006242	0.01253	0.006852	0.004806	0.002843	-7878.45
233	0.005117	0.002181	0.007513	0.004105	0.003959	0.012579	0.005772	0.010954	0.00892	0.012264	0.007479	0.004048	0.002634	-7863.175
234	0.004295	0.003629	0.006259	0.010969	0.005177	0.005917	0.011692	0.039688	0.007965	0.017511	0.007765	0.004674	0.001478	-7883.439
235	0.004978	0.004463	0.006153	0.006948	0.005471	0.009226	0.006434	0.027466	0.005701	0.014427	0.006808	0.004781	0.002783	-7868.739
236	0.00532	0.004165	0.007152	0.004899	0.008023	0.009751	0.006477	0.006413	0.009324	0.013218	0.006215	0.004456	0.002727	-7866.754
237	0.005106	0.00639	0.005836	0.008188	0.004696	0.013152	0.013167	0.010785	0.011227	0.016277	0.006248	0.004781	0.002584	-7876.184
238	0.00795	0.005547	0.006627	0.004118	0.003852	0.013003	0.005054	0.012419	0.010292	0.013769	0.00739	0.003435	0.002685	-7884.523
239	0.007991	0.005154	0.006278	0.004171	0.00582	0.006379	0.004138	0.008211	0.019906	0.013478	0.006808	0.003809	0.00362	-7888.28
240	0.004216	0.004496	0.006862	0.009336	0.005873	0.006072	0.005116	0.012546	0.010638	0.01548	0.006902	0.003683	0.003006	-7845.555
241	0.003435	0.004025	0.006505	0.007229	0.005982	0.00567	0.005233	0.009737	0.006481	0.013446	0.006095	0.003952	0.002312	-7860.625
242	0.005801	0.008101	0.004918	0.004801	0.006798	0.008902	0.00863	0.009502	0.007993	0.01289	0.006252	0.004673	0.003108	-7867.796
243	0.006049	0.004376	0.01057	0.007829	0.004592	0.011602	0.005768	0.00724	0.010691	0.010343	0.007927	0.004343	0.003074	-7864.012
244	0.005817	0.004358	0.006808	0.007347	0.005345	0.034596	0.007914	0.010181	0.008394	0.016257	0.00744	0.004	0.003763	-7867.702
245	0.006366	0.004207	0.007173	0.004553	0.005768	0.009822	0.008654	0.007565	0.043379	0.014129	0.007982	0.004282	0.003294	-7861.368
246	0.004243	0.004174	0.007805	0.008601	0.004802	0.005737	0.014796	0.006037	0.022	0.016468	0.008129	0.005466	0.003622	-7850.509
247	0.007415	0.005783	0.005725	0.004935	0.005441	0.009244	0.007094	0.019711	0.010706	0.013822	0.008066	0.004464	0.00313	-7873.68
248	0.005437	0.00773	0.007084	0.006179	0.006575	0.008538	0.009097	0.012827	0.014539	0.013494	0.006828	0.006689	0.003727	-7882.374
249	0.004865	0.005026	0.007542	0.016231	0.004485	0.015001	0.009939	0.004962	0.025114	0.011997	0.006309	0.004919	0.002864	-7876.942
250	0.005682	0.007132	0.005721	0.0112	0.006427	0.009632	0.009664	0.027241	0.010572	0.012652	0.00765	0.005153	0.002727	-7873.838
251	0.005468	0.005139	0.006612	0.005117	0.005675	0.015781	0.007868	0.036068	0.010423	0.009538	0.006164	0.004289	0.003456	-7874.498
252	0.00544	0.004024	0.006155	0.007547	0.005076	0.018013	0.005032	0.011077	0.015212	0.010528	0.006986	0.004092	0.002499	-7874.491
253	0.005731	0.005754	0.004824	0.006624	0.005038	0.007922	0.007929	0.015713	0.008326	0.012539	0.006536	0.005333	0.00391	-7867.448
254	0.004022	0.005013	0.007557	0.006798	0.006602	0.023957	0.011657	0.009954	0.01478	0.01414	0.006605	0.003984	0.002888	-7877.751
255	0.004723	0.004726	0.007073	0.005669	0.00683	0.00799	0.003101	0.010444	0.0081	0.014344	0.008073	0.003835	0.002415	-7875.015
256	0.003501	0.005464	0.004462	0.005486	0.005368	0.007321	0.009356	0.007728	0.028005	0.016743	0.00784	0.005497	0.001802	-7858.937
257	0.006511	0.004664	0.005225	0.005746	0.004845	0.018584	0.008206	0.006848	0.007367	0.015513	0.006711	0.005211	0.003212	-7866.284
258	0.003488	0.004283	0.004494	0.008931	0.005666	0.00751	0.005357	0.008935	0.039754	0.013426	0.006344	0.003494	0.0015	-7865.251
259	0.003886	0.004161	0.003784	0.006309	0.005697	0.009387	0.011377	0.009087	0.008995	0.012234	0.007872	0.003681	0.002553	-7860.305
260	0.005372	0.005918	0.004789	0.006473	0.007083	0.017172	0.005905	0.009531	0.0113	0.014969	0.009727	0.005306	0.002999	-7867.712
261	0.004173	0.006017	0.007406	0.005507	0.003939	0.009348	0.006186	0.011578	0.007763	0.014803	0.006523	0.005111	0.004605	-7864.915
262	0.004913	0.008526	0.004996	0.004482	0.004325	0.009943	0.0109	0.013736	0.010937	0.011107	0.005236	0.003598	0.002121	-7880.292
263	0.005236	0.006022	0.007821	0.007329	0.008475	0.013964	0.007322	0.024762	0.021059	0.012462	0.007471	0.005086	0.003473	-7875.509
264	0.005067	0.005248	0.004218	0.006349	0.00583	0.010983	0.004635	0.014296	0.004218	0.010117	0.007204	0.005352	0.002529	-7864.497
265	0.004953	0.005066	0.008931	0.003983	0.005561	0.008988	0.007867	0.006919	0.007241	0.011989	0.007396	0.004237	0.002849	-7867.135
266	0.003105	0.005475	0.005341	0.002914	0.008559	0.004795	0.006068	0.007889	0.021037	0.01344	0.005514	0.00369	0.003162	-7865.683
267	0.008018	0.004648	0.010625	0.009276	0.006584	0.00805	0.007	0.014228	0.005552	0.014978	0.007966	0.004701	0.003993	-7861.422
268	0.004824	0.003942	0.005997	0.002808	0.00568	0.009119	0.005605	0.008142	0.011029	0.013706	0.006415	0.004752	0.001936	-7863.029
269	0.005781	0.00386	0.006261	0.006373	0.008706	0.00945	0.016042	0.010434	0.021964	0.013496	0.006562	0.004148	0.003105	-7867.786
270	0.0047	0.004065	0.005675	0.00815	0.004959	0.017844	0.006318	0.020695	0.015436	0.012402	0.005365	0.003654	0.002918	-7865.38
271	0.003162	0.003775	0.004008	0.003933	0.005394	0.02409	0.008309	0.021337	0.016703	0.014476	0.005577	0.003625	0.003168	-7855.625
272	0.005354	0.003931	0.005867	0.006886	0.004256	0.013184	0.007376	0.009867	0.011494	0.013028	0.007373	0.003637	0.003637	-7856.719
273	0.005593	0.004386	0.005841	0.010242	0.005954	0.010442	0.005142	0.01436	0.014552	0.014312	0.006347	0.002775	0.002775	-7874.255
274	0.00605	0.006378	0.005954	0.005219	0.005426	0.007242	0.004612	0.022691	0.052317	0.012877	0.006269	0.003642	0.003642	-7877.799
275	0.00654	0.004782	0.006364	0.007428	0.007297	0.00922	0.00459	0.011002	0.017867	0.016435	0.0075	0.003852	0.002231	-7879.904
276	0.00443	0.003827	0.007839	0.003477	0.004523	0.00682	0.005859	0.016285	0.038593	0.014502	0.00685	0.00383	0.002907	-7865.953
277	0.005569	0.006638	0.006163	0.006802	0.006526	0.028977	0.005751	0.016122	0.009982	0.014293	0.008894	0.002993	0.002549	-7875.096
278	0.005189	0.004454	0.007237	0.006336	0.004754	0.015337	0.004209	0.033043	0.008576	0.016059	0.006866	0.003803	0.003236	-7862.456
279	0.006905	0.006496	0.004576	0.010094	0.005764	0.01687	0.005986	0.012928	0.03638	0.011901	0.009261	0.004652	0.002229	-7872.375
280	0.003941	0.004365	0.004996	0.008311	0.004538	0.005268	0.00844	0.014733	0.012843	0.012408	0.006201	0.003869	0.003078	-7870.751
281	0.004356	0.006396	0.006618	0.004329	0.007093	0.010324	0.006189	0.024102	0.011125	0.016275	0.007029	0.00566	0.002134	-7870.571
282	0.005261	0.005033	0.007994	0.008172	0.003681	0.012277	0.006135	0.006872	0.009638	0.01189	0.005079	0.004126	0.002615	-7848.777
283	0.003204	0.005415	0.007959	0.008961	0.004855	0.009388	0.005529	0.0084	0.009852	0.014916	0.008221	0.005176	0.004963	-7878.743
284	0.004371	0.004315	0.008013	0.009931	0.005492	0.007204	0.005289	0.007403	0.010774	0.01488	0.009222	0.004033	0.00229	-7850.145
285	0.003965	0.005623	0.006615	0.008326	0.004922	0.009153	0.006689	0.029791	0.009976	0.013443	0.005404	0.00458	0.001248	-7877.336
286	0.005924	0.004182	0.004973	0.008203	0.006624	0.009556	0.005999	0.009067	0.011419	0.01593	0.007507	0.002998	0.002364	-7878.887
287	0.004548	0.004653	0.005352	0.007848	0.005183	0.008194	0.008045	0.017844	0.024753	0.015991	0.007306	0.003947	0.002371	-7884.247
288	0.003858	0.006843	0.006334	0.006709	0.003774	0.012138	0.009479	0.012916	0.008018	0.012614	0.006325	0.003411	0.002029	-7867.865
289	0.005135	0.004599	0.004572	0.007479	0.005397	0.008713	0.005013	0.009902	0.007941	0.011972	0.007302	0.004621	0.003827	-7855.941
290	0.006431	0.004091	0.005247	0.005746	0.005073	0.014408	0.009561	0.014607	0.039986	0.012747	0.008271	0.004375	0.003451	-7881.303
291	0.00356	0.004473	0.006224	0.004252	0.004763	0.018459	0.011634	0.012339	0.015803	0.012918	0.0042	0.003427	0.002589	-7860.843
292	0.006248	0.005379	0.006686	0.006993	0.00509	0.014171	0.008858	0.009569	0.019562	0.011371	0.006933	0.004091	0.002929	-7870.971
293	0.004988	0.00379	0.007678	0.005226	0.006807	0.016869	0.008507	0.011432	0.007851	0.010938	0.005921	0.003875	0.001939	-7863.205
294	0.005685	0.005758	0.00586	0.003859	0.004979	0.012497	0.006646	0.012219	0.023973	0.012471	0.007075	0.004753	0.003666	-7877.596
295	0.005059	0.003905	0.006643	0.002945	0.004009	0.00392	0.008899	0.007317	0.006705	0.013904	0.007018	0.004127	0.003083	-7873.586
296	0.006174	0.004563	0.008404	0.00747	0.003819	0.014637	0.008445	0.006999	0.012996	0.01603	0.007481	0.005464	0.003693	-7861.56
297	0.004986	0.006759	0.009302	0.003934	0.004385	0.017606	0.007007	0.011487	0.016443	0.013455	0.00725	0.004871	0.003597	-7867.131
298	0.004037	0.003963	0.006133	0.006125	0.005152	0.008042	0.003369	0.009384	0.012654	0.013291	0.007182	0.00331	0.003295	-7880.939
299	0.006123	0.005637	0.008111	0.005186	0.004788	0.012367	0.007447	0.012159	0.016865	0.015001	0.007574	0.006413	0.002183	-7869.637
300	0.005268	0.004218	0.007723	0.012513	0.00586	0.01766	0.005438	0.013141	0.006209	0.015377	0.006334	0.003957	0.003656	-7861.671
301	0.004787	0.004337	0.009418	0.006731	0.006229	0.011019	0.004693	0.00718	0.008232	0.015172	0.005146	0.004296	0.002974	-7885.467
302	0.006415	0.004374	0.004253	0.010548	0.00375	0.010334	0.008049	0.011999	0.008573	0.011249	0.004571	0.003237	0.002275	-7863.85
303	0.004405	0.004397	0.005308	0.004051	0.004668	0.006467	0.009534	0.014401	0.012136	0.013063	0.005748	0.004924	0.001837	-7846.281
304	0.005686	0.005479	0.006053	0.005827	0.004147	0.015627	0.007454	0.016594	0.007713	0.015973	0.006353	0.00468	0.003858	-7883.281
305	0.007148	0.005424	0.005997	0.004189	0.005857	0.013157	0.006931	0.019257	0.017288	0.015816	0.006485	0.004351	0.00241	-7868.239
306	0.003879	0.004276	0.007444	0.004726	0.005851	0.010803	0.005073	0.010701	0.01516	0.012719	0.007856	0.004078	0.002728	-7868.417
307	0.004896	0.004338	0.007234	0.005974	0.005043	0.011928	0.01598	0.014814	0.021718	0.011843	0.00581	0.004255	0.00369	-7868.388
308	0.004082	0.006232	0.008327	0.003796	0.004535	0.020072	0.005769	0.010371	0.011209	0.009413	0.007445	0.004225	0.002256	-7863.973
309	0.006893	0.004681	0.006913	0.006052	0.004608	0.012226	0.005341	0.009037	0.01483	0.016079	0.007208	0.003755	0.003103	-7854.1
310	0.005218	0.004735	0.010546	0.005477	0.005727	0.007438	0.005359	0.008162	0.008467	0.017762	0.008143	0.004896	0.00217	-7857.751
311	0.004379	0.00604	0.005586	0.005458	0.005116	0.012966	0.005805	0.022491	0.019113	0.017143	0.006484	0.004401	0.002614	-7864.324
312	0.005012	0.004621	0.00603	0.004331	0.004756	0.01061	0.005388	0.010002	0.033524	0.012224	0.007867	0.004442	0.002481	-7875.024
313	0.006135	0.007708	0.0065	0.008222	0.00386	0.013504	0.009504	0.011273	0.010407	0.011709	0.005712	0.00413	0.002972	-7857.755
314	0.007256	0.004846	0.006953	0.006132	0.004641	0.017604	0.006973	0.006175	0.007414	0.013286	0.007045	0.004392	0.003879	-7862.241
315	0.003081	0.002388	0.00614	0.006354	0.004975	0.015469	0.009598	0.019485	0.013599	0.010052	0.00587	0.004135	0.001806	-7853.321
316	0.006529	0.003833	0.006478	0.015109	0.004823	0.02214	0.004768	0.013853	0.008544	0.010111	0.006313	0.003452	0.001516	-7859.158
317	0.005365	0.007352	0.012906	0.004168	0.005133	0.016521	0.014434	0.012878	0.007541	0.01008	0.00593	0.005276	0.002206	-7870.803
318	0.005271	0.003301	0.009204	0.00625	0.005291	0.011978	0.004782	0.009909	0.009811	0.012587	0.007732	0.003519	0.002541	-7872.818
319	0.006925	0.006532	0.00802	0.007614	0.006048	0.012452	0.008345	0.011547	0.009649	0.010512	0.006679	0.005601	0.00278	-7865.742
320	0.005025	0.003606	0.004937	0.005532	0.006219	0.022872	0.005254	0.013726	0.01472	0.009847	0.006027	0.003205	0.003134	-7867.325
321	0.004781	0.008933	0.008838	0.004592	0.006142	0.020085	0.009132	0.015185	0.010753	0.012115	0.007025	0.004586	0.004341	-7872.535
322	0.004899	0.005198	0.006386	0.00697	0.005515	0.008561	0.006028	0.016587	0.012058	0.013081	0.00682	0.003974	0.003506	-7878.573
323	0.003895	0.004691	0.006211	0.005891	0.004848	0.008948	0.009285	0.015299	0.007316	0.013657	0.005944	0.003732	0.003283	-7839.572
324	0.0036	0.005911	0.007783	0.01146	0.00464	0.011223	0.01039	0.013443	0.016778	0.014915	0.005572	0.005145	0.003457	-7863.554
325	0.00538	0.004569	0.008156	0.007239	0.002991	0.004387	0.007189	0.02131	0.009577	0.014758	0.007219	0.003243	0.002734	-7865.49
326	0.004402	0.004079	0.007358	0.00515	0.003662	0.007202	0.006701	0.007757	0.015798	0.014759	0.008448	0.005714	0.002318	-7875.371
327	0.006109	0.004098	0.006159	0.010832	0.004534	0.018365	0.006424	0.007094	0.013545	0.013453	0.007693	0.00449	0.003796	-7872.674
328	0.004683	0.004272	0.006157	0.012312	0.006843	0.011706	0.011288	0.012965	0.015383	0.015417	0.007676	0.006018	0.003047	-7866.705
329	0.009025	0.006168	0.008053	0.007807	0.004389	0.004705	0.00777	0.020536	0.008403	0.01595	0.006431	0.004356	0.003297	-7871.14
330	0.005504	0.006766	0.006186	0.005397	0.007143	0.012763	0.011966	0.012776	0.067631	0.016945	0.007725	0.00682	0.002815	-7866.522
331	0.004652	0.003458	0.003989	0.006579	0.005083	0.005843	0.00869	0.005876	0.039321	0.018398	0.006787	0.005241	0.001462	-7857.045
332	0.006448	0.004232	0.005901	0.005667	0.004348	0.008291	0.009294	0.006315	0.015927	0.012497	0.005659	0.003094	0.002374	-7876.117
333	0.004516	0.004789	0.009326	0.004208	0.004264	0.009445	0.004382	0.010857	0.009456	0.015227	0.009449	0.004545	0.001812	-7863.485
334	0.006288	0.00594	0.006415	0.00504	0.005749	0.007594	0.006442	0.015802	0.015766	0.016537	0.00779	0.004603	0.002147	-7857.623
335	0.004622	0.004699	0.008894	0.008729	0.005055	0.013418	0.005987	0.008515	0.023937	0.01231	0.006767	0.003651	0.002763	-7860.528
336	0.004567	0.004467	0.005915	0.005924	0.00547	0.011509	0.013284	0.024668	0.012504	0.013516	0.005766	0.004	0.002484	-7859.801
337	0.00468	0.004346	0.005933	0.006476	0.006533	0.013978	0.00684	0.011087	0.009294	0.01334	0.006319	0.003446	0.003015	-7862.422
338	0.006021	0.003696	0.006499	0.006147	0.004515	0.005698	0.007113	0.012541	0.033081	0.017871	0.009417	0.005979	0.004805	-7883.328
339	0.004813	0.005555	0.006831	0.009494	0.004672	0.006595	0.0085	0.031977	0.010678	0.013736	0.005303	0.004918	0.00218	-7857.819
340	0.005097	0.004428	0.005515	0.013624	0.004944	0.006136	0.007806	0.021875	0.01207	0.016481	0.006163	0.004239	0.002691	-7859.846
341	0.006368	0.003239	0.00685	0.003617	0.004837	0.009073	0.004122	0.016347	0.014395	0.013669	0.00714	0.004155	0.002387	-7876.284
342	0.004147	0.007269	0.005705	0.005532	0.005937	0.015488	0.015598	0.013569	0.02324	0.012793	0.00559	0.004454	0.003829	-7865.472
343	0.004038	0.004228	0.004221	0.003993	0.0052	0.014945	0.006351	0.010635	0.033948	0.014532	0.00781	0.00453	0.002485	-7846.521
344	0.007154	0.004333	0.009912	0.008057	0.005366	0.009485	0.007563	0.010352	0.006792	0.012368	0.006403	0.004311	0.002722	-7861.245
345	0.003841	0.005396	0.006378	0.005778	0.004831	0.013533	0.007756	0.065065	0.012555	0.013793	0.005761	0.004924	0.002561	-7866.437
346	0.006225	0.004378	0.007626	0.00622	0.006029	0.012741	0.005887	0.137157	0.016088	0.014737	0.005246	0.004532	0.003295	-7878.208
347	0.007203	0.006327	0.005673	0.006811	0.004611	0.009061	0.007463	0.017257	0.019241	0.016357	0.00627	0.004398	0.002652	-7871.704
